Location_id,Sensor_id,State,Area,Sensor_name,Latitude,Longitude,Population_millions,Month,Asthama_Cases,Bronchitis_Cases,Heart_attacks,COPD_Cases,Neumonia_Cases,DateTimeFrom,DateTimeTo,Pollutant_value,AQI_category
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,20.8,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,7.7,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,1.43,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,2.68,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,21.8,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,17.7,Good
6953,20003,Haryana,Sector-2 IMT,so2 µg/m³,28.360699,76.93609,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,11.2,Good
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,546.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,361.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,364.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,328.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,618.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,449.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,446.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,239.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,297.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,803.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,980.0,Severe
6958,20028,Haryana,Sector-18,co µg/m³,29.435587,76.975531,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,1520.0,Severe
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,76.2,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,85.7,Moderate
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,67.8,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,50.6,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,62.6,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,55.4,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,19.9,Good
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,0.863,Good
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,18.4,Good
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,64.7,Satisfactory
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,90.4,Moderate
6958,20027,Haryana,Sector-18,no2 µg/m³,29.435587,76.975531,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,38.0,Good
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,266.0,Poor
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,257.0,Poor
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,135.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,146.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,208.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,171.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,127.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,77.1,Satisfactory
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,147.0,Moderate
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,320.0,Poor
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,322.0,Poor
6958,20025,Haryana,Sector-18,pm10 µg/m³,29.435587,76.975531,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,246.0,Moderate
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,94.7,Poor
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,85.6,Moderate
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,46.5,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,41.9,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,56.4,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,54.2,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,39.6,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,22.6,Good
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,36.0,Satisfactory
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,93.4,Poor
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,103.0,Poor
6958,20024,Haryana,Sector-18,pm25 µg/m³,29.435587,76.975531,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,96.6,Poor
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,32.8,Good
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,31.6,Good
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,42.1,Satisfactory
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,62.7,Satisfactory
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,180.0,Moderate
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,85.2,Moderate
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,126.0,Moderate
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,68.4,Satisfactory
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,53.2,Satisfactory
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,55.6,Satisfactory
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,104.0,Moderate
6958,20022,Haryana,Sector-18,so2 µg/m³,29.435587,76.975531,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,55.3,Satisfactory
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,642.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,662.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,389.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,500.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,1040.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,800.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,736.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,1060.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,1310.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,833.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,1020.0,Severe
6963,20080,Haryana,Police Lines,co µg/m³,29.307814,76.337619,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,1200.0,Severe
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,28.3,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,46.7,Satisfactory
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,19.8,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,14.0,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,22.3,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,18.4,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,13.6,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,12.3,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,13.8,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,32.6,Good
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,45.3,Satisfactory
6963,20077,Haryana,Police Lines,no2 µg/m³,29.307814,76.337619,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,39.9,Good
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,118.0,Moderate
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,126.0,Moderate
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,75.8,Satisfactory
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,94.9,Satisfactory
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,119.0,Moderate
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,109.0,Moderate
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,65.9,Satisfactory
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,36.2,Good
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,96.4,Satisfactory
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,250.0,Moderate
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,273.0,Poor
6963,20071,Haryana,Police Lines,pm10 µg/m³,29.307814,76.337619,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,208.0,Moderate
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,88.7,Moderate
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,83.3,Moderate
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,49.6,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,43.5,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,40.7,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,42.0,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,36.3,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,23.3,Good
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,50.1,Satisfactory
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,152.0,Very Poor
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,202.0,Very Poor
6963,20064,Haryana,Police Lines,pm25 µg/m³,29.307814,76.337619,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,150.0,Very Poor
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,5.69,Good
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,13.2,Good
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,25.4,Good
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,37.2,Good
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,40.5,Satisfactory
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,45.3,Satisfactory
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,70.1,Satisfactory
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,82.3,Moderate
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,45.3,Satisfactory
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,88.2,Moderate
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,56.0,Satisfactory
6963,20057,Haryana,Police Lines,so2 µg/m³,29.307814,76.337619,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,27.3,Good
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,764.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,613.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,315.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,266.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,358.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,275.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,260.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,296.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,306.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,297.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,685.0,Severe
6964,20058,Haryana,Patti Mehar,co µg/m³,30.379589,76.778328,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,1370.0,Severe
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,45.2,Satisfactory
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,32.0,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,20.0,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,16.3,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,24.1,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,24.3,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,12.5,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,12.4,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,18.7,Good
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,54.2,Satisfactory
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,40.3,Satisfactory
6964,20059,Haryana,Patti Mehar,no2 µg/m³,30.379589,76.778328,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,22.1,Good
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,132.0,Moderate
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,138.0,Moderate
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,79.6,Satisfactory
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,41.9,Good
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,0.0,Good
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,0.96,Good
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,52.0,Satisfactory
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,41.4,Good
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,130.0,Moderate
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,277.0,Poor
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,288.0,Poor
6964,20062,Haryana,Patti Mehar,pm10 µg/m³,30.379589,76.778328,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,191.0,Moderate
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,69.9,Moderate
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,February,16000,49130,820,3800,900,2020-02-01,2020-03-01,69.0,Moderate
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,March,16000,34391,850,3500,800,2020-03-01,2020-04-01,35.1,Satisfactory
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,April,12000,34391,870,2800,700,2020-04-01,2020-05-01,26.6,Good
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,May,10000,39304,900,2700,600,2020-05-01,2020-06-01,29.5,Good
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,June,12000,39304,920,3000,600,2020-06-01,2020-07-01,38.1,Satisfactory
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,July,10000,49130,940,3300,700,2020-07-01,2020-08-01,28.9,Good
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,August,10000,49130,910,3400,800,2020-08-01,2020-09-01,23.0,Good
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,September,12000,49130,890,3600,900,2020-09-01,2020-10-01,47.2,Satisfactory
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,October,20000,29478,870,4000,1000,2020-10-01,2020-11-01,108.0,Poor
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,November,30000,34391,850,4300,1100,2020-11-01,2020-12-01,106.0,Poor
6964,20063,Haryana,Patti Mehar,pm25 µg/m³,30.379589,76.778328,29.0,December,30000,24565,880,4100,1200,2020-12-01,2021-01-01,88.3,Moderate
6964,20065,Haryana,Patti Mehar,so2 µg/m³,30.379589,76.778328,29.0,January,22000,58956,880,4200,1000,2020-01-01,2020-02-01,27.0,Good
